"SECONDS";"PID";"VALUE";"UNITS"
"45781.089968";"Kraftstoffkosten (gesamt)";"5.15";"€"
"45781.089968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"1.84079904599977";"kW"
"45781.089968";"Motordrehzahl";"749";"rpm"
"45781.089968";"verbrauchte Kraftstoffmenge";"1.44564718605349";"L"
"45781.089968";"verbrauchte Kraftstoffmenge (gesamt)";"3.90893061847731";"L"
"45781.395968";"Abs. Drosselklappenstellung";"5.49019607843137";"%"
"45781.395968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45781.594968";"Absolutdruck Einlasskanal";"31";"kPa"
"45781.594968";"Berechneter Boost";"-0.70325";"bar"
"45782.056968";"Durchschnittsgeschwindigkeit";"66.4600792692908";"km/h"
"45782.056968";"Fahrzeugbeschleunigung";"-0.146686108795573";"m_sec2"
"45782.056968";"Geschwindigkeit";"0";"km/h"
"45782.056968";"zurückgelegte Strecke";"20.5620757413056";"km"
"45782.056968";"zurückgelegte Strecke (gesamt)";"59.1442071495834";"km"
"45782.308968";"Berechneter Kraftstoffmengenfluss";"0.901198053929025";"L/h"
"45782.308968";"Durchschnittsverbrauch";"7.03213240341162";"L/100km"
"45782.308968";"Durchschnittsverbrauch (gesamt)";"6.60966815153215";"L/100km"
"45782.308968";"Kraftstoffkosten";"1.92311668005446";"€"
"45782.308968";"Kraftstoffkosten (gesamt)";"5.15";"€"
"45782.308968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"1.90723821049936";"kW"
"45782.308968";"Motordrehzahl";"751";"rpm"
"45782.308968";"verbrauchte Kraftstoffmenge";"1.44595239101839";"L"
"45782.308968";"verbrauchte Kraftstoffmenge (gesamt)";"3.90923582344221";"L"
"45782.503968";"Abs. Drosselklappenstellung";"5.49019607843137";"%"
"45782.503968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45782.706968";"Absolutdruck Einlasskanal";"31";"kPa"
"45782.706968";"Berechneter Boost";"-0.70325";"bar"
"45783.165968";"Kühlmitteltemperatur";"91";"℃"
"45783.362968";"Durchschnittsgeschwindigkeit";"66.3822612819448";"km/h"
"45783.362968";"Fahrzeugbeschleunigung";"0";"m_sec2"
"45783.362968";"Geschwindigkeit";"0";"km/h"
"45783.362968";"zurückgelegte Strecke";"20.5620757413056";"km"
"45783.362968";"zurückgelegte Strecke (gesamt)";"59.1442071495834";"km"
"45783.570968";"Berechneter Kraftstoffmengenfluss";"0.898798059111638";"L/h"
"45783.570968";"Durchschnittsverbrauch";"7.03366442377658";"L/100km"
"45783.570968";"Durchschnittsverbrauch (gesamt)";"6.61020077374994";"L/100km"
"45783.570968";"Kraftstoffkosten";"1.92353565025425";"€"
"45783.570968";"Kraftstoffkosten (gesamt)";"5.15";"€"
"45783.570968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"1.90215901419976";"kW"
"45783.570968";"Motordrehzahl";"749";"rpm"
"45783.570968";"verbrauchte Kraftstoffmenge";"1.4462674062062";"L"
"45783.570968";"verbrauchte Kraftstoffmenge (gesamt)";"3.90955083863002";"L"
"45783.863968";"Abs. Drosselklappenstellung";"5.49019607843137";"%"
"45783.863968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45784.072968";"Absolutdruck Einlasskanal";"31";"kPa"
"45784.072968";"Berechneter Boost";"-0.70325";"bar"
"45784.526968";"Durchschnittsgeschwindigkeit";"66.3130037421439";"km/h"
"45784.526968";"Fahrzeugbeschleunigung";"0";"m_sec2"
"45784.526968";"Geschwindigkeit";"0";"km/h"
"45784.526968";"zurückgelegte Strecke";"20.5620757413056";"km"
"45784.526968";"zurückgelegte Strecke (gesamt)";"59.1442071495834";"km"
"45784.752968";"Berechneter Kraftstoffmengenfluss";"0.892798072068169";"L/h"
"45784.752968";"Durchschnittsverbrauch";"7.03509068597305";"L/100km"
"45784.752968";"Durchschnittsverbrauch (gesamt)";"6.61069662808165";"L/100km"
"45784.752968";"Kraftstoffkosten";"1.92392569817468";"€"
"45784.752968";"Kraftstoffkosten (gesamt)";"5.15";"€"
"45784.752968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"1.88946102345076";"kW"
"45784.752968";"Motordrehzahl";"744";"rpm"
"45784.752968";"verbrauchte Kraftstoffmenge";"1.44656067531931";"L"
"45784.752968";"verbrauchte Kraftstoffmenge (gesamt)";"3.90984410774313";"L"
"45785.056968";"Abs. Drosselklappenstellung";"5.49019607843137";"%"
"45785.056968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45785.292968";"Absolutdruck Einlasskanal";"31";"kPa"
"45785.292968";"Berechneter Boost";"-0.70325";"bar"
"45785.750968";"Kühlmitteltemperatur";"91";"℃"
"45785.976968";"Durchschnittsgeschwindigkeit";"66.2270126239933";"km/h"
"45785.976968";"Fahrzeugbeschleunigung";"0";"m_sec2"
"45785.976968";"Geschwindigkeit";"0";"km/h"
"45785.976968";"zurückgelegte Strecke";"20.5620757413056";"km"
"45785.976968";"zurückgelegte Strecke (gesamt)";"59.1442071495834";"km"
"45786.241968";"Berechneter Kraftstoffmengenfluss";"0.89639806429425";"L/h"
"45786.241968";"Durchschnittsverbrauch";"7.03689398182683";"L/100km"
"45786.241968";"Durchschnittsverbrauch (gesamt)";"6.61132356193902";"L/100km"
"45786.241968";"Kraftstoffkosten";"1.92441885560355";"€"
"45786.241968";"Kraftstoffkosten (gesamt)";"5.15";"€"
"45786.241968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"1.89707981790016";"kW"
"45786.241968";"Motordrehzahl";"747";"rpm"
"45786.241968";"verbrauchte Kraftstoffmenge";"1.44693147037861";"L"
"45786.241968";"verbrauchte Kraftstoffmenge (gesamt)";"3.91021490280243";"L"
"45786.444968";"Abs. Drosselklappenstellung";"5.49019607843137";"%"
"45786.444968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45786.637968";"Absolutdruck Einlasskanal";"31";"kPa"
"45786.637968";"Berechneter Boost";"-0.70325";"bar"
"45787.155968";"Durchschnittsgeschwindigkeit";"66.1572339865067";"km/h"
"45787.155968";"Fahrzeugbeschleunigung";"0";"m_sec2"
"45787.155968";"Geschwindigkeit";"0";"km/h"
"45787.155968";"zurückgelegte Strecke";"20.5620757413056";"km"
"45787.155968";"zurückgelegte Strecke (gesamt)";"59.1442071495834";"km"
"45787.353968";"Berechneter Kraftstoffmengenfluss";"0.897598061702944";"L/h"
"45787.353968";"Durchschnittsverbrauch";"7.03824216325137";"L/100km"
"45787.353968";"Durchschnittsverbrauch (gesamt)";"6.61179227070866";"L/100km"
"45787.353968";"Kraftstoffkosten";"1.92478755033745";"€"
"45787.353968";"Kraftstoffkosten (gesamt)";"5.15";"€"
"45787.353968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"1.89961941604996";"kW"
"45787.353968";"Motordrehzahl";"748";"rpm"
"45787.353968";"verbrauchte Kraftstoffmenge";"1.44720868446425";"L"
"45787.353968";"verbrauchte Kraftstoffmenge (gesamt)";"3.91049211688807";"L"
"45787.585968";"Abs. Drosselklappenstellung";"5.09803921568627";"%"
"45787.585968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45787.834968";"Absolutdruck Einlasskanal";"31";"kPa"
"45787.834968";"Berechneter Boost";"-0.70325";"bar"
"45788.215968";"Kühlmitteltemperatur";"91";"℃"
"45788.460968";"Durchschnittsgeschwindigkeit";"66.0801523086411";"km/h"
"45788.460968";"Fahrzeugbeschleunigung";"0";"m_sec2"
"45788.460968";"Geschwindigkeit";"0";"km/h"
"45788.460968";"zurückgelegte Strecke";"20.5620757413056";"km"
"45788.460968";"zurückgelegte Strecke (gesamt)";"59.1442071495834";"km"
"45788.730968";"Berechneter Kraftstoffmengenfluss";"0.903598048746413";"L/h"
"45788.730968";"Durchschnittsverbrauch";"7.03992358719251";"L/100km"
"45788.730968";"Durchschnittsverbrauch (gesamt)";"6.61237683457547";"L/100km"
"45788.730968";"Kraftstoffkosten";"1.92524737877098";"€"
"45788.730968";"Kraftstoffkosten (gesamt)";"5.15";"€"
"45788.730968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"1.91231740679896";"kW"
"45788.730968";"Motordrehzahl";"753";"rpm"
"45788.730968";"verbrauchte Kraftstoffmenge";"1.44755442012856";"L"
"45788.730968";"verbrauchte Kraftstoffmenge (gesamt)";"3.91083785255238";"L"
"45788.927968";"Abs. Drosselklappenstellung";"5.49019607843137";"%"
"45788.927968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45789.167968";"Absolutdruck Einlasskanal";"31";"kPa"
"45789.167968";"Berechneter Boost";"-0.70325";"bar"
"45789.679968";"Durchschnittsgeschwindigkeit";"66.0083131318559";"km/h"
"45789.679968";"Fahrzeugbeschleunigung";"0";"m_sec2"
"45789.679968";"Geschwindigkeit";"0";"km/h"
"45789.679968";"zurückgelegte Strecke";"20.5620757413056";"km"
"45789.679968";"zurückgelegte Strecke (gesamt)";"59.1442071495834";"km"
"45789.868968";"Berechneter Kraftstoffmengenfluss";"0.895198066885556";"L/h"
"45789.868968";"Durchschnittsverbrauch";"7.04129932815254";"L/100km"
"45789.868968";"Durchschnittsverbrauch (gesamt)";"6.61285512469354";"L/100km"
"45789.868968";"Kraftstoffkosten";"1.9256236103656";"€"
"45789.868968";"Kraftstoffkosten (gesamt)";"5.15";"€"
"45789.868968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"1.89454021975036";"kW"
"45789.868968";"Motordrehzahl";"746";"rpm"
"45789.868968";"verbrauchte Kraftstoffmenge";"1.44783730102677";"L"
"45789.868968";"verbrauchte Kraftstoffmenge (gesamt)";"3.91112073345059";"L"
"45790.149968";"Abs. Drosselklappenstellung";"5.09803921568627";"%"
"45790.149968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45790.365968";"Absolutdruck Einlasskanal";"31";"kPa"
"45790.365968";"Berechneter Boost";"-0.70325";"bar"
"45790.766968";"Kühlmitteltemperatur";"91";"℃"
"45791.099968";"Durchschnittsgeschwindigkeit";"65.9248558838066";"km/h"
"45791.099968";"Fahrzeugbeschleunigung";"0";"m_sec2"
"45791.099968";"Geschwindigkeit";"0";"km/h"
"45791.099968";"zurückgelegte Strecke";"20.5620757413056";"km"
"45791.099968";"zurückgelegte Strecke (gesamt)";"59.1442071495834";"km"
"45791.293968";"Berechneter Kraftstoffmengenfluss";"0.893998069476863";"L/h"
"45791.293968";"Durchschnittsverbrauch";"7.04302063439931";"L/100km"
"45791.293968";"Durchschnittsverbrauch (gesamt)";"6.61345355404319";"L/100km"
"45791.293968";"Kraftstoffkosten";"1.92609434563689";"€"
"45791.293968";"Kraftstoffkosten (gesamt)";"5.15";"€"
"45791.293968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"1.89200062160056";"kW"
"45791.293968";"Motordrehzahl";"745";"rpm"
"45791.293968";"verbrauchte Kraftstoffmenge";"1.44819123732097";"L"
"45791.293968";"verbrauchte Kraftstoffmenge (gesamt)";"3.91147466974479";"L"
"45791.480968";"Abs. Drosselklappenstellung";"5.49019607843137";"%"
"45791.480968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45791.704968";"Absolutdruck Einlasskanal";"31";"kPa"
"45791.704968";"Berechneter Boost";"-0.70325";"bar"
"45792.141968";"Durchschnittsgeschwindigkeit";"65.8636814344662";"km/h"
"45792.141968";"Fahrzeugbeschleunigung";"0";"m_sec2"
"45792.141968";"Geschwindigkeit";"0";"km/h"
"45792.141968";"zurückgelegte Strecke";"20.5620757413056";"km"
"45792.141968";"zurückgelegte Strecke (gesamt)";"59.1442071495834";"km"
"45792.374968";"Berechneter Kraftstoffmengenfluss";"0.899998056520331";"L/h"
"45792.374968";"Durchschnittsverbrauch";"7.04433443897351";"L/100km"
"45792.374968";"Durchschnittsverbrauch (gesamt)";"6.61391031135664";"L/100km"
"45792.374968";"Kraftstoffkosten";"1.92645363914077";"€"
"45792.374968";"Kraftstoffkosten (gesamt)";"5.15";"€"
"45792.374968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"1.90469861234956";"kW"
"45792.374968";"Motordrehzahl";"750";"rpm"
"45792.374968";"verbrauchte Kraftstoffmenge";"1.44846138281261";"L"
"45792.374968";"verbrauchte Kraftstoffmenge (gesamt)";"3.91174481523643";"L"
"45792.633968";"Abs. Drosselklappenstellung";"5.49019607843137";"%"
"45792.633968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45792.813968";"Absolutdruck Einlasskanal";"31";"kPa"
"45792.813968";"Berechneter Boost";"-0.70325";"bar"
"45793.317968";"Kühlmitteltemperatur";"92";"℃"
"45793.558968";"Durchschnittsgeschwindigkeit";"65.7807809547319";"km/h"
"45793.558968";"Fahrzeugbeschleunigung";"0";"m_sec2"
"45793.558968";"Geschwindigkeit";"0";"km/h"
"45793.558968";"zurückgelegte Strecke";"20.5620757413056";"km"
"45793.558968";"zurückgelegte Strecke (gesamt)";"59.1442071495834";"km"
"45793.763968";"Berechneter Kraftstoffmengenfluss";"0.890398077250781";"L/h"
"45793.763968";"Durchschnittsverbrauch";"7.04600518271816";"L/100km"
"45793.763968";"Durchschnittsverbrauch (gesamt)";"6.61449116214622";"L/100km"
"45793.763968";"Kraftstoffkosten";"1.92691054680108";"€"
"45793.763968";"Kraftstoffkosten (gesamt)";"5.15";"€"
"45793.763968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"1.88438182715116";"kW"
"45793.763968";"Motordrehzahl";"742";"rpm"
"45793.763968";"verbrauchte Kraftstoffmenge";"1.44880492240683";"L"
"45793.763968";"verbrauchte Kraftstoffmenge (gesamt)";"3.91208835483064";"L"
"45793.970968";"Abs. Drosselklappenstellung";"5.49019607843137";"%"
"45793.970968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45794.232968";"Absolutdruck Einlasskanal";"31";"kPa"
"45794.232968";"Berechneter Boost";"-0.70325";"bar"
"45794.626968";"Durchschnittsgeschwindigkeit";"65.7184255564897";"km/h"
"45794.626968";"Fahrzeugbeschleunigung";"0";"m_sec2"
"45794.626968";"Geschwindigkeit";"0";"km/h"
"45794.626968";"zurückgelegte Strecke";"20.5620757413056";"km"
"45794.626968";"zurückgelegte Strecke (gesamt)";"59.1442071495834";"km"
"45794.969968";"Berechneter Kraftstoffmengenfluss";"0.898798059111638";"L/h"
"45794.969968";"Durchschnittsverbrauch";"7.04746978133493";"L/100km"
"45794.969968";"Durchschnittsverbrauch (gesamt)";"6.61500034451825";"L/100km"
"45794.969968";"Kraftstoffkosten";"1.92731107879733";"€"
"45794.969968";"Kraftstoffkosten (gesamt)";"5.15";"€"
"45794.969968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"1.90215901419976";"kW"
"45794.969968";"Motordrehzahl";"749";"rpm"
"45794.969968";"verbrauchte Kraftstoffmenge";"1.44910607428371";"L"
"45794.969968";"verbrauchte Kraftstoffmenge (gesamt)";"3.91238950670753";"L"
"45795.161968";"Abs. Drosselklappenstellung";"5.09803921568627";"%"
"45795.161968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45795.378968";"Absolutdruck Einlasskanal";"31";"kPa"
"45795.378968";"Berechneter Boost";"-0.70325";"bar"
"45795.819968";"Kühlmitteltemperatur";"92";"℃"
"45796.008968";"Durchschnittsgeschwindigkeit";"65.6378775141739";"km/h"
"45796.008968";"Fahrzeugbeschleunigung";"0";"m_sec2"
"45796.008968";"Geschwindigkeit";"0";"km/h"
"45796.008968";"zurückgelegte Strecke";"20.5620757413056";"km"
"45796.008968";"zurückgelegte Strecke (gesamt)";"59.1442071495834";"km"
"45796.199968";"Berechneter Kraftstoffmengenfluss";"0.898798059111638";"L/h"
"45796.199968";"Durchschnittsverbrauch";"7.0489632305987";"L/100km"
"45796.199968";"Durchschnittsverbrauch (gesamt)";"6.61551955710656";"L/100km"
"45796.199968";"Kraftstoffkosten";"1.9277195007418";"€"
"45796.199968";"Kraftstoffkosten (gesamt)";"5.15";"€"
"45796.199968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"1.90215901419976";"kW"
"45796.199968";"Motordrehzahl";"749";"rpm"
"45796.199968";"verbrauchte Kraftstoffmenge";"1.44941315845248";"L"
"45796.199968";"verbrauchte Kraftstoffmenge (gesamt)";"3.9126965908763";"L"
"45796.445968";"Abs. Drosselklappenstellung";"5.09803921568627";"%"
"45796.445968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45796.702968";"Absolutdruck Einlasskanal";"31";"kPa"
"45796.702968";"Berechneter Boost";"-0.70325";"bar"
"45797.079968";"Durchschnittsgeschwindigkeit";"65.5755744244602";"km/h"
"45797.079968";"Fahrzeugbeschleunigung";"0";"m_sec2"
"45797.079968";"Geschwindigkeit";"0";"km/h"
"45797.079968";"zurückgelegte Strecke";"20.5620757413056";"km"
"45797.079968";"zurückgelegte Strecke (gesamt)";"59.1442071495834";"km"
"45797.309968";"Berechneter Kraftstoffmengenfluss";"0.908398038381188";"L/h"
"45797.309968";"Durchschnittsverbrauch";"7.05032557597477";"L/100km"
"45797.309968";"Durchschnittsverbrauch (gesamt)";"6.61599319011575";"L/100km"
"45797.309968";"Kraftstoffkosten";"1.92809206897096";"€"
"45797.309968";"Kraftstoffkosten (gesamt)";"5.15";"€"
"45797.309968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"1.92247579939816";"kW"
"45797.309968";"Motordrehzahl";"757";"rpm"
"45797.309968";"verbrauchte Kraftstoffmenge";"1.44969328494057";"L"
"45797.309968";"verbrauchte Kraftstoffmenge (gesamt)";"3.91297671736439";"L"
"45797.567968";"Abs. Drosselklappenstellung";"5.09803921568627";"%"
"45797.567968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45797.754968";"Absolutdruck Einlasskanal";"31";"kPa"
"45797.754968";"Berechneter Boost";"-0.70325";"bar"
"45798.214968";"Kühlmitteltemperatur";"92";"℃"
"45798.585968";"Durchschnittsgeschwindigkeit";"65.4881999842443";"km/h"
"45798.585968";"Fahrzeugbeschleunigung";"0";"m_sec2"
"45798.585968";"Geschwindigkeit";"0";"km/h"
"45798.585968";"zurückgelegte Strecke";"20.5620757413056";"km"
"45798.585968";"zurückgelegte Strecke (gesamt)";"59.1442071495834";"km"
"45798.968968";"Berechneter Kraftstoffmengenfluss";"0.902398051337719";"L/h"
"45798.968968";"Durchschnittsverbrauch";"7.05234739295099";"L/100km"
"45798.968968";"Durchschnittsverbrauch (gesamt)";"6.61669609502908";"L/100km"
"45798.968968";"Kraftstoffkosten";"1.9286449865965";"€"
"45798.968968";"Kraftstoffkosten (gesamt)";"5.15";"€"
"45798.968968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"1.90977780864916";"kW"
"45798.968968";"Motordrehzahl";"752";"rpm"
"45798.968968";"verbrauchte Kraftstoffmenge";"1.45010901247857";"L"
"45798.968968";"verbrauchte Kraftstoffmenge (gesamt)";"3.91339244490239";"L"
"45799.255968";"Abs. Drosselklappenstellung";"5.09803921568627";"%"
"45799.255968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45799.525968";"Absolutdruck Einlasskanal";"31";"kPa"
"45799.525968";"Berechneter Boost";"-0.70325";"bar"
"45799.568968";"Durchschnittsgeschwindigkeit (GPS)";"61.9267536255216";"km/h"
"45799.568968";"Geschwindigkeit (GPS)";"0";"km/h"
"45799.581968";"Durchschnittsgeschwindigkeit (GPS)";"61.9260750294275";"km/h"
"45799.581968";"Geschwindigkeit (GPS)";"0";"km/h"
"45799.649968";"Durchschnittsgeschwindigkeit (GPS)";"61.9224236005547";"km/h"
"45799.649968";"Geschwindigkeit (GPS)";"0";"km/h"
"45799.958968";"Durchschnittsgeschwindigkeit";"65.408778944272";"km/h"
"45799.958968";"Fahrzeugbeschleunigung";"0";"m_sec2"
"45799.958968";"Geschwindigkeit";"0";"km/h"
"45799.958968";"zurückgelegte Strecke";"20.5620757413056";"km"
"45799.958968";"zurückgelegte Strecke (gesamt)";"59.1442071495834";"km"
"45800.159968";"Berechneter Kraftstoffmengenfluss";"0.898798059111638";"L/h"
"45800.159968";"Durchschnittsverbrauch";"7.05379382569799";"L/100km"
"45800.159968";"Durchschnittsverbrauch (gesamt)";"6.61719896185462";"L/100km"
"45800.159968";"Kraftstoffkosten";"1.92904055067049";"€"
"45800.159968";"Kraftstoffkosten (gesamt)";"5.15";"€"
"45800.159968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"1.90215901419976";"kW"
"45800.159968";"Motordrehzahl";"749";"rpm"
"45800.159968";"verbrauchte Kraftstoffmenge";"1.45040642907556";"L"
"45800.159968";"verbrauchte Kraftstoffmenge (gesamt)";"3.91368986149938";"L"
"45800.447968";"Abs. Drosselklappenstellung";"5.09803921568627";"%"
"45800.447968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45800.697968";"Absolutdruck Einlasskanal";"31";"kPa"
"45800.697968";"Berechneter Boost";"-0.70325";"bar"
"45801.087968";"Kühlmitteltemperatur";"92";"℃"
"45801.324968";"Durchschnittsgeschwindigkeit";"65.3299294311603";"km/h"
"45801.324968";"Fahrzeugbeschleunigung";"0";"m_sec2"
"45801.324968";"Geschwindigkeit";"0";"km/h"
"45801.324968";"zurückgelegte Strecke";"20.5620757413056";"km"
"45801.324968";"zurückgelegte Strecke (gesamt)";"59.1442071495834";"km"
"45801.544968";"Berechneter Kraftstoffmengenfluss";"0.891598074659475";"L/h"
"45801.544968";"Durchschnittsverbrauch";"7.05546179590698";"L/100km"
"45801.544968";"Durchschnittsverbrauch (gesamt)";"6.61777884839676";"L/100km"
"45801.544968";"Kraftstoffkosten";"1.92949669983645";"€"
"45801.544968";"Kraftstoffkosten (gesamt)";"5.15";"€"
"45801.544968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"1.88692142530096";"kW"
"45801.544968";"Motordrehzahl";"743";"rpm"
"45801.544968";"verbrauchte Kraftstoffmenge";"1.45074939837327";"L"
"45801.544968";"verbrauchte Kraftstoffmenge (gesamt)";"3.91403283079709";"L"
"45801.734968";"Abs. Drosselklappenstellung";"5.09803921568627";"%"
"45801.734968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45801.973968";"Absolutdruck Einlasskanal";"31";"kPa"
"45801.973968";"Berechneter Boost";"-0.70325";"bar"
"45802.411968";"Durchschnittsgeschwindigkeit";"65.2673284864537";"km/h"
"45802.411968";"Fahrzeugbeschleunigung";"0";"m_sec2"
"45802.411968";"Geschwindigkeit";"0";"km/h"
"45802.411968";"zurückgelegte Strecke";"20.5620757413056";"km"
"45802.411968";"zurückgelegte Strecke (gesamt)";"59.1442071495834";"km"
"45802.602968";"Berechneter Kraftstoffmengenfluss";"0.890398077250781";"L/h"
"45802.602968";"Durchschnittsverbrauch";"7.05673442865354";"L/100km"
"45802.602968";"Durchschnittsverbrauch (gesamt)";"6.61822129191214";"L/100km"
"45802.602968";"Kraftstoffkosten";"1.92984473384976";"€"
"45802.602968";"Kraftstoffkosten (gesamt)";"5.15";"€"
"45802.602968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"1.88438182715116";"kW"
"45802.602968";"Motordrehzahl";"742";"rpm"
"45802.602968";"verbrauchte Kraftstoffmenge";"1.45101107808253";"L"
"45802.602968";"verbrauchte Kraftstoffmenge (gesamt)";"3.91429451050635";"L"
"45802.854968";"Abs. Drosselklappenstellung";"5.09803921568627";"%"
"45802.854968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45803.111968";"Absolutdruck Einlasskanal";"31";"kPa"
"45803.111968";"Berechneter Boost";"-0.70325";"bar"
"45803.502968";"Kühlmitteltemperatur";"92";"℃"
"45803.737968";"Durchschnittsgeschwindigkeit";"65.1910759788083";"km/h"
"45803.737968";"Fahrzeugbeschleunigung";"0";"m_sec2"
"45803.737968";"Geschwindigkeit";"0";"km/h"
"45803.737968";"zurückgelegte Strecke";"20.5620757413056";"km"
"45803.737968";"zurückgelegte Strecke (gesamt)";"59.1442071495834";"km"
"45803.958968";"Berechneter Kraftstoffmengenfluss";"0.89639806429425";"L/h"
"45803.958968";"Durchschnittsverbrauch";"7.0583770324086";"L/100km"
"45803.958968";"Durchschnittsverbrauch (gesamt)";"6.61879235955261";"L/100km"
"45803.958968";"Kraftstoffkosten";"1.93029394590933";"€"
"45803.958968";"Kraftstoffkosten (gesamt)";"5.15";"€"
"45803.958968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"1.89707981790016";"kW"
"45803.958968";"Motordrehzahl";"747";"rpm"
"45803.958968";"verbrauchte Kraftstoffmenge";"1.45134883151077";"L"
"45803.958968";"verbrauchte Kraftstoffmenge (gesamt)";"3.91463226393459";"L"
"45804.139968";"Abs. Drosselklappenstellung";"5.09803921568627";"%"
"45804.139968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45804.351968";"Absolutdruck Einlasskanal";"31";"kPa"
"45804.351968";"Berechneter Boost";"-0.70325";"bar"
"45804.788968";"Durchschnittsgeschwindigkeit";"65.1307717832924";"km/h"
"45804.788968";"Fahrzeugbeschleunigung";"0";"m_sec2"
"45804.788968";"Geschwindigkeit";"0";"km/h"
"45804.788968";"zurückgelegte Strecke";"20.5620757413056";"km"
"45804.788968";"zurückgelegte Strecke (gesamt)";"59.1442071495834";"km"
"45804.990968";"Berechneter Kraftstoffmengenfluss";"0.898798059111638";"L/h"
"45804.990968";"Durchschnittsverbrauch";"7.05962970615836";"L/100km"
"45804.990968";"Durchschnittsverbrauch (gesamt)";"6.61922786412293";"L/100km"
"45804.990968";"Kraftstoffkosten";"1.93063652162387";"€"
"45804.990968";"Kraftstoffkosten (gesamt)";"5.15";"€"
"45804.990968";"Momentane Motorleistung (basierend auf dem Kraftstoffverbrauch)";"1.90215901419976";"kW"
"45804.990968";"Motordrehzahl";"749";"rpm"
"45804.990968";"verbrauchte Kraftstoffmenge";"1.45160640723599";"L"
"45804.990968";"verbrauchte Kraftstoffmenge (gesamt)";"3.91488983965981";"L"
"45805.241968";"Abs. Drosselklappenstellung";"5.09803921568627";"%"
"45805.241968";"Verbrauchsoptimierung (basierend auf Status des Kraftstoffsystems und Gasstellung)";"1";""
"45805.493968";"Absolutdruck Einlasskanal";"31";"kPa"
"45805.493968";"Berechneter Boost";"-0.70325";"bar"
"45805.891968";"Kühlmitteltemperatur";"92";"℃"
"45806.124968";"Durchschnittsgeschwindigkeit";"65.0543070149119";"km/h"
"45806.124968";"Fahrzeugbeschleunigung";"0";"m_sec2"
"45806.124968";"Geschwindigkeit";"0";"km/h"
"45806.124968";"zurückgelegte Strecke";"20.5620757413056";"km"
"45806.124968";"zurückgelegte Strecke (gesamt)";"59.1442071495834";"km"
"45806.358968";"Berechneter Kraftstoffmengenfluss";"0.902398051337719";"L/h"
"45806.358968";"Durchschnittsverbrauch";"7.06129706654471";"L/100km"
"45806.358968";"Durchschnittsverbrauch (gesamt)";"6.61980753865412";"L/100km"
